video,Jacc_sim_online,avg_dist_online,Jacc_sim_retrospective,avg_dist_retro,Jacc_sim_lesioned,avg_dist_lesioned
1,0.6666666666666666,0.9303431490513898,0.6666666666666666,0.748631142233996,0.3333333333333333,0.1728686430027497
2,0.0,NaN,0.0,NaN,0.0,NaN
3,1.0,0.2213397904199317,1.0,0.44187378399097,1.0,0.2230491965563795
4,1.0,0.3301747524877539,1.0,0.48133438039952864,0.3333333333333333,0.19001789956333273
5,0.5,0.14933177480828502,0.5,0.2862199667084226,0.5,0.3514362247505326
6,1.0,0.14347164753972944,1.0,0.1207557502969395,1.0,0.20388526484536565
7,1.0,0.19612138714992708,1.0,0.24841682646636254,0.5,0.2003541595614117
8,1.0,0.2900218971071834,1.0,0.23510019297489765,0.5,0.11813864090142273
9,0.5,0.10880132592375844,0.5,0.25908273796523607,0.5,0.20419041913540759
10,0.3333333333333333,0.1848689406070054,0.3333333333333333,0.19764526030620855,0.3333333333333333,0.2662766839365881
11,0.5,0.6570540108081299,0.5,0.4155403271697951,0.3333333333333333,0.14614458662349064
12,0.3333333333333333,0.28068437833939336,0.6666666666666666,0.26293258632989563,0.3333333333333333,0.30200250666245204
13,0.5,0.24368018113699758,0.5,0.32135904541549676,0.5,0.24186167414597703
14,0.4,0.6598958286791832,0.5,0.6742739282364298,0.3333333333333333,0.5200954628359455
15,1.0,0.29963916597510626,1.0,0.2599402781754108,1.0,0.35768388085509184
16,0.5,0.5102169964878256,0.5,0.44616912114922225,0.3333333333333333,0.26341950038859613
17,1.0,0.39388130543008393,1.0,0.33220031242374004,0.5,0.2548756728507809
18,0.6666666666666666,0.2757509118381914,1.0,1.9154349803885742,0.3333333333333333,0.20723006455387535
19,1.0,0.2505270709102103,1.0,0.37242843689607896,1.0,0.25889864738270824
20,1.0,0.26559732484404225,1.0,0.2478372843988372,1.0,0.4918829142626505
21,1.0,0.26039796239440327,1.0,0.424811756236282,0.5,0.5187792718576786
22,0.0,NaN,0.0,NaN,0.0,NaN
23,1.0,0.7362291309913921,1.0,0.6337414251383416,1.0,0.6642624532227298
24,1.0,0.5644453128762134,1.0,0.8772415381372728,0.5,0.1402721953400023
25,1.0,0.22936837397614115,1.0,0.14143122636858793,1.0,0.06769436081822504
26,1.0,0.38751876400143487,1.0,0.33917287416673536,1.0,0.3994253893876469
27,1.0,0.37537782640495226,1.0,0.4470243691596849,1.0,0.4973224812835776
28,1.0,0.4242670151518997,1.0,0.3660410006751,0.3333333333333333,0.33630028259848455
29,0.25,0.9308766792413897,0.25,1.0586416488296597,0.3333333333333333,0.5200973716124664
30,1.0,0.09974829546752136,1.0,0.14301037494908841,1.0,0.2924952415911069
31,1.0,0.17007160397134982,1.0,0.04944708455126502,1.0,0.13112439949553767
32,0.6666666666666666,0.9046020390414107,1.0,0.9397953006281926,0.3333333333333333,0.27466865042014654
33,0.3333333333333333,0.8208016649759966,0.3333333333333333,0.601328781169685,0.5,0.39023587483011773
34,1.0,0.14857123219698537,1.0,0.5566494633971404,1.0,1.4953741531148392
35,0.0,NaN,0.0,NaN,1.0,0.2805759677525054
36,0.5,0.10026457619043688,0.5,0.018065392407958927,0.5,0.15671862646852958
37,1.0,0.2672142978635017,1.0,0.11520546759027148,0.5,0.1829920159137022
38,1.0,0.33155814682385776,1.0,0.268012817538419,0.5,0.24296506385923583
39,1.0,0.04587625055567362,1.0,0.07191610067542939,1.0,0.019377748760104018
40,1.0,0.46378555181313574,1.0,0.3365427715266918,1.0,0.5494777206251711
41,1.0,0.3224455629187673,1.0,0.23905761592322872,0.3333333333333333,0.3347991965988891
42,0.6666666666666666,0.366249725215105,0.6666666666666666,0.2655543365966806,0.3333333333333333,0.22293200262245316
