order_run,video_number,MSE,upper_MSE,lower_MSE
1,25,0.17094353045311875,0.1590137121095889,0.1846796351998672
2,24,0.09237466776447732,0.08600423278929142,0.10016826538070671
3,23,0.047006491681712385,0.04360733541618338,0.0519950067219048
4,22,0.022604882625974095,0.02015652509500512,0.026033305981747665
5,21,0.015154470890199154,0.013581143924059326,0.017769023624842867
6,20,0.014384577982382222,0.012460690499514742,0.017034574799227615
7,19,0.021007645779906388,0.019372866988366433,0.023137429769586854
8,18,0.00884333515627846,0.007620603953336527,0.010772127589672975
9,17,0.015393853015367675,0.013478640222835526,0.01805025132273247
10,16,0.0146756244934497,0.0132093958071097,0.01706657582997647
11,15,0.006827235988118169,0.005433014299270967,0.009016862927745527
12,14,0.007703016607953556,0.006641826093732894,0.00957295821682182
13,13,0.007242430527246111,0.00593676934011309,0.00938841845127038
14,12,0.007072038083103136,0.005929642664395508,0.008949701431427896
15,11,0.0070362936981989395,0.005493431130237442,0.009099140301003925
16,10,0.006846547192243921,0.005769452935497185,0.008558885634397306
17,9,0.007303085766247058,0.006321571602132806,0.008966094622662136
18,8,0.008986669047531915,0.007099696348503202,0.011650446160904292
19,7,0.0074015896194483035,0.0060191773157180105,0.009310345319459753
20,6,0.005510344817961397,0.00471091665723875,0.00667724961867872
21,5,0.005032311063650398,0.004563720624195357,0.005820748148550585
22,4,0.004671887392166865,0.004150166216182501,0.0053656240943360835
23,3,0.004092685492486146,0.003848710472811745,0.004361316512160699
24,2,0.003390622203244241,0.0032052816370421264,0.0036126786955493224
25,1,0.0039470759753957715,0.003730855688958971,0.004192359677487915
26,50,0.003513959293751666,0.0033298250365797924,0.0037272165068461946
27,49,0.0035253928572392,0.0033166023338207142,0.0037845963625583925
28,48,0.0033131057633304277,0.0031139563126494144,0.0035453243704855236
29,47,0.0036190402143655466,0.003455690724807139,0.0038115827641762596
30,46,0.0027038111738529316,0.0025609208869671516,0.002883933527600592
31,45,0.0029662918588452387,0.0028196916863188174,0.003137483949153168
32,44,0.0025377686667614786,0.002400562244609508,0.002712435397080884
33,43,0.0027556316376393156,0.002599045467860624,0.0029235911355057183
34,42,0.0027489852717122684,0.002593942538596433,0.002908400677200514
35,41,0.0026176615294709283,0.00244416182762578,0.002817596611583145
36,40,0.0023766359470884595,0.00220490175570344,0.002587576585481703
37,39,0.002655008033729956,0.002480503252378867,0.0028447354728382552
38,38,0.0026291459357643543,0.0024133734224856987,0.0028544160828090355
39,37,0.002617681391477844,0.002458428204327438,0.002816541990355644
40,36,0.002630115316047419,0.002454774858259006,0.002823208946303016
41,35,0.0029304293414708716,0.002751487259327382,0.0031571075260588034
42,34,0.002552109621118283,0.0023877849328527642,0.0027357780526571303
43,33,0.0029560369835343234,0.002746758532229219,0.0031945117480438384
44,32,0.002978877319910805,0.002773204599919971,0.0032182590154994314
45,31,0.0026248693342101085,0.002432115286717887,0.0028614157206846348
46,30,0.00250067728408978,0.00228779697257266,0.0027272744251779666
47,29,0.002424262034098886,0.0022768205549463408,0.0025896239069817984
48,28,0.0022958961783217844,0.0021320162654260865,0.00248097529114675
49,27,0.0024640177458410987,0.0023025884047647386,0.0026274978319716716
50,26,0.0024541981041506975,0.0022688776342397123,0.0026437112713699885
