video,Jacc_sim_online,avg_dist_online,Jacc_sim_retrospective,avg_dist_retro,Jacc_sim_lesioned,avg_dist_lesioned
1,0.3333333333333333,0.08343460957000548,0.3333333333333333,0.131930329201916,0.3333333333333333,0.14503828221555717
2,0.0,NaN,0.0,NaN,0.0,NaN
3,1.0,0.680360871455047,1.0,0.30597649389919973,1.0,0.10128089817735399
4,0.3333333333333333,0.30968731363398755,0.6666666666666666,0.24828324068625712,1.0,2.465690787077171
5,0.3333333333333333,0.5110619447311905,0.3333333333333333,0.46353188160586173,0.5,0.2190084713623858
6,1.0,0.20577257502253302,1.0,0.07038277312270859,1.0,0.09556791463609622
7,1.0,0.26420239999919987,1.0,0.20176110624918425,0.5,0.1659884763326406
8,0.5,0.2669871586283043,1.0,0.393242131158412,0.5,0.1674043422899275
9,1.0,0.24162222096459063,1.0,0.3261534307153757,0.5,0.22618971319315045
10,0.3333333333333333,0.24935862741175704,0.3333333333333333,0.31755596246489326,0.3333333333333333,0.2361741568901469
11,0.25,0.1250267779151385,0.3333333333333333,0.05299573713286281,0.3333333333333333,0.04897443464135248
12,0.6666666666666666,0.18711031136658685,0.6666666666666666,0.21300176731523188,0.3333333333333333,0.22389338928554192
13,0.5,0.5142748240787608,0.5,0.7054173167045904,0.5,0.28742708384962273
14,0.5,0.5008776038021135,0.5,0.38415241710893266,0.3333333333333333,0.5467023677057021
15,1.0,0.5591827067773859,1.0,0.4216178609113684,1.0,0.3589935320522912
16,0.5,0.8767804261999719,0.5,0.5772792851403731,0.3333333333333333,0.37357259665159803
17,1.0,0.6365621392494691,1.0,0.6005377474132412,0.5,0.2640136619780984
18,0.6666666666666666,0.44555220830960884,0.6666666666666666,0.1820387528086731,0.3333333333333333,0.7366904799896967
19,1.0,0.328575232579425,1.0,0.3240599802207402,1.0,0.3798107482412858
20,1.0,0.09173565947962295,1.0,0.6059018463777166,1.0,0.2562431363933215
21,0.5,0.1360202944383274,0.5,0.3089848840256962,0.5,0.18867896476201887
22,0.0,NaN,0.0,NaN,0.0,NaN
23,1.0,0.5640809517179418,1.0,0.5614999755707117,1.0,0.6942241846265305
24,1.0,0.290491468775879,1.0,0.38233539062625266,0.5,0.22562877732526043
25,1.0,0.22383049135585661,1.0,0.1775226857092306,1.0,0.11482197039050362
26,1.0,0.4361301236229456,1.0,0.5887504721447964,1.0,0.35327751101651883
27,1.0,0.42350784564043026,1.0,0.3832673715567993,1.0,0.4403939382848021
28,1.0,0.21161085056965942,1.0,0.41784913085620073,0.3333333333333333,0.2800525844966152
29,0.25,1.4228543625540206,0.5,0.7486430492612556,0.3333333333333333,0.5194806208288668
30,1.0,0.14111274647766026,1.0,0.2855783234129136,1.0,0.2137548244224248
31,1.0,0.26049341404954424,1.0,0.3326286659319222,1.0,0.22992945093871975
32,0.6666666666666666,0.7475796609076389,0.3333333333333333,0.4173964140226692,0.3333333333333333,2.049971142279015
33,0.3333333333333333,0.6780048166569842,0.3333333333333333,0.1816215877263735,0.5,0.0931877300677433
34,0.0,NaN,0.0,NaN,0.0,NaN
35,1.0,0.2391510927025182,1.0,2.8719212911785252,1.0,0.36794991477107325
36,0.5,0.11024666771553306,0.5,0.0635840825989387,0.5,0.17565020959041577
37,1.0,0.1729362616243402,1.0,0.13486385195923417,0.5,0.18727791721793657
38,0.6666666666666666,0.25203180045743934,1.0,0.39308707090389927,0.5,0.410585131368854
39,1.0,0.2069332316953119,1.0,0.14663019353674336,1.0,0.18415150161353647
40,1.0,0.4952568841545844,0.5,0.37153817319691046,1.0,0.5347392486624973
41,1.0,0.3826071620048655,1.0,0.5340963566835776,0.3333333333333333,0.27955363951128664
42,0.6666666666666666,0.3075411660072401,0.6666666666666666,0.30998212633086264,0.3333333333333333,0.5083866712092863
43,0.3333333333333333,0.4280473918728072,0.3333333333333333,0.4876124227167085,0.5,0.414688812207722
44,0.2,1.0103247818941543,0.2,2.019841486272016,0.3333333333333333,2.8584318224979053
45,0.3333333333333333,0.36022380848437807,0.3333333333333333,0.38211370605587996,0.5,0.34521883587787994
46,0.25,0.5575629748710494,0.25,0.39806834438926136,0.3333333333333333,0.41003464079077145
47,1.0,0.31070985146000385,0.6666666666666666,0.5784439994687971,0.5,0.30842446861678646
48,1.0,0.131962119951402,1.0,0.06836042695650202,1.0,0.04874766046797439
49,0.5,0.06004701673508207,0.5,0.11662228770799324,0.5,0.0990129450693403
50,0.5,0.2171705400824683,0.5,0.2611442799108823,0.5,0.226966874207534
51,NaN,NaN,0.5,0.32039172972264945,0.5,0.306919507535416
52,NaN,NaN,1.0,0.39915880227988465,0.5,0.5440696610115817
53,NaN,NaN,1.0,0.1610273447811017,1.0,0.18362175084971652
54,NaN,NaN,1.0,0.8585272714099673,0.5,0.17724504461273113
55,NaN,NaN,0.3333333333333333,0.2398931585691049,0.5,0.28221154046691876
56,NaN,NaN,0.0,NaN,0.0,NaN
