order_run,video_number,MSE,upper_MSE,lower_MSE
1,26,0.01181371476020847,0.00885101762828912,0.015941715444922396
2,27,0.018246163335418075,0.015848247582370606,0.022020183193463123
3,28,0.019682007914983986,0.017151278565742435,0.022981854660714614
4,29,0.043722027202702796,0.040756707603722436,0.04755360959785646
5,30,0.022247220493860523,0.01992231872280368,0.025645358978008275
6,31,0.01987567770168494,0.017133873817990378,0.023722581416326497
7,32,0.01565499813578532,0.013333208667494814,0.018685145433233765
8,33,0.01801152672472804,0.015618238710707322,0.021010086348136864
9,34,0.013217863692631757,0.011130343681286202,0.016114996114855222
10,35,0.013013541141553866,0.01063141822642133,0.016345221824473996
11,36,0.014474970589374827,0.012118493107785356,0.017280569849931395
12,37,0.011036722865178395,0.009712041811226292,0.012898953986494774
13,38,0.011492986282720974,0.009854273975749506,0.013930000700030363
14,39,0.015653944322153432,0.014396868277499262,0.01721174732762735
15,40,0.009409945939364782,0.008467337647410393,0.010727671626722095
16,41,0.01911805766733441,0.01832727190912722,0.019998916526704876
17,42,0.019981000084364882,0.019036877024070278,0.020988440207567294
18,43,0.01314834487634541,0.012461430582590602,0.013890331593807157
19,44,0.015529144939197184,0.014990221084162288,0.016162337602730576
20,45,0.010953301770447845,0.01045450813195541,0.01149330590217145
21,46,0.011833810368864271,0.011309852869657215,0.012381091715428725
22,47,0.01044502794979787,0.009892744432144291,0.011002856274197673
23,48,0.00787750686248463,0.00751793627783692,0.008285814792614737
24,49,0.0072144504986214695,0.006899639351213661,0.007584612451654513
25,50,0.006481044469705497,0.006160157006829667,0.00680434940097337
26,1,0.006404733061679472,0.00610817089334227,0.00671437204479291
27,2,0.005354368746807006,0.005055301734619451,0.005706320004465959
28,3,0.004961368693375172,0.004729535905018611,0.005262087217033479
29,4,0.006356467471205727,0.0060550510952732456,0.006664912253276648
30,5,0.004567623112312774,0.004333789445145812,0.0048532881180157516
31,6,0.0054041148364916535,0.00512677777789092,0.005678135899089785
32,7,0.005129696884763398,0.004888088483484202,0.005393430752075383
33,8,0.006897224823664355,0.006633108568164128,0.007218335132308359
34,9,0.003963488792482453,0.0037594449055035934,0.00417855944929807
35,10,0.004864781796695137,0.004668018206323544,0.00509458571258944
36,11,0.0037742305268479636,0.0035893973990331184,0.00396936464226169
37,12,0.003709257410490531,0.0035034597464613125,0.00393747919265127
38,13,0.003959448964298983,0.003769689535187319,0.004164498283356231
39,14,0.003938593905610857,0.003754376680844167,0.004170499716763709
40,15,0.0044451601488355395,0.004257633778120563,0.0046522126148016716
41,16,0.003946272594470322,0.003751120409236554,0.004159906600965648
42,17,0.003506417930666185,0.003324104407783998,0.0037080467634744165
43,18,0.0035693580469029,0.0034251671491167756,0.0037247485858393353
44,19,0.003374852323167576,0.003193364357293214,0.0035637325054188288
45,20,0.003079248828580983,0.00291440888880011,0.0032682260714622293
46,21,0.0030532386710676804,0.0029018879561487974,0.0032243197410389965
47,22,0.0028186997293028113,0.002689553679043641,0.0029630895598108655
48,23,0.0031005312904744224,0.0029574818564699675,0.003256412255938462
49,24,0.003018913183918321,0.0028721200858800207,0.003189274463962986
50,25,0.0029394055739142425,0.0027890212392593624,0.0031223089738101834
