video,sim_retrospective,sim_retrospective_lower_ci,sim_retrospective_upper_ci
1,0.5746706155933385,0.5744788473697486,0.5746706155933385
2,0.95,0.95,0.95
3,0.9999828102386559,0.9999497599749638,0.9999828102386559
4,0.5247497178557377,0.5245889298676425,0.5247950781223907
5,0.6994571213927858,0.699439034505334,0.6998155207409874
6,0.9993305455984363,0.9993305455984363,0.999790759492995
7,0.6746022755234629,0.6746022755234629,0.6749380489668344
8,0.7747673580508078,0.7743930393592925,0.7747673580508078
9,0.8245281293142639,0.8242255877494259,0.8245459768791523
10,0.3247062003566552,0.3246777384694227,0.3249125612611082
11,0.4748538483842979,0.4748523133959437,0.4749683895981935
12,0.3412457286728466,0.34121829831496797,0.3414597744805228
13,0.14997800648886453,0.14996846829622207,0.14998130093466394
14,0.30806158463076555,0.30802498790448096,0.3581380036898195
15,0.9488140371465091,0.9488140371465091,0.999756993805381
16,0.4480466601326535,0.44715017443053606,0.4480466601326535
17,0.8242961963381571,0.8241940601833759,0.8243975256839043
18,0.5412565378246712,0.5412052153533944,0.541460063993995
19,0.9492675487246105,0.9490375137280231,0.9492675487246105
20,0.9999148032724889,0.9997244249871203,0.9999148032724889
21,0.7498946847923617,0.7497778514039038,0.7498997868865804
22,0.55,0.55,0.55
23,0.6998805124399053,0.6499183244099449,0.6999255894497192
24,0.8997475006879698,0.8996831904829939,0.8999591582960352
25,0.9999070609836694,0.9993893761590954,0.9999070609836694
26,0.8994268381181666,0.899055314987001,0.8994271720615069
27,0.798290029621481,0.798290029621481,0.8979340072850892
28,0.38277782611561284,0.3827008946359144,0.38277782611561284
29,0.44569853920309904,0.3998966095474851,0.44569853920309904
30,0.8988645677623233,0.8988645677623233,0.9991389593958806
31,0.9497970618534002,0.9494653760979533,0.9498902713420027
32,0.5912255788426617,0.5912231235657972,0.5915404463614202
33,0.6740621306053163,0.6740621306053163,0.7245090619324461
34,0.8999799615265236,0.8999109642107583,0.9499606649241361
35,0.9986960385848522,0.0,0.9990454331112002
36,0.799508505812039,0.7987893832126334,0.7998208746196411
37,0.6246937510119103,0.6246937510119103,0.6247234303638804
38,0.8243108489308282,0.7741617981142743,0.8243253150095613
39,0.9999930824689663,0.9998844560464006,0.9999930824689663
40,0.8998968163178229,0.8998566221420482,0.999875182233011
41,0.4665166732634399,0.4663182268373099,0.4665166732634399
42,0.6160875321902042,0.6160875321902042,0.6165968471419594
43,0.7238417859011119,0.7238417859011119,0.7240937807778328
44,0.543495188819869,0.42308799320828255,0.6148358804839086
45,0.8243572197065833,0.7230515335047998,0.8245881584245491
46,0.5499867858645733,0.5499768259384199,0.6748259635682373
47,0.7497321733226763,0.6478649425530782,0.7497321733226763
48,0.9998428435944895,0.9997715503131799,0.9998446317276597
49,0.7998792075568689,0.7497043435135324,0.7999359673712434
50,0.5997637490621999,0.5997186865284196,0.5997767409680458
51,0.3999849146769915,0.34995081543823925,0.3999849146769915
52,0.2748753648706167,0.2748683139383889,0.2749231727167531
53,0.9498652072903484,0.8999951777120089,0.9499944891776447
54,0.9247996182244886,0.9243439212183313,0.9249372467187978
55,0.7240619220458597,0.723745945530913,0.7242443621746759
56,0.9484206432136448,0.35,0.9484206432136448
57,0.6499096453574731,0.6497937313972556,0.6499096453574731
58,0.6496520381284496,0.6494770103523143,0.6499225732103489
59,0.75,0.75,0.75
60,0.4495483868583857,0.4494574920471486,0.44977961236516045
61,0.7249155603402563,0.7247053756506037,0.7249155603402563
62,0.7900943142729685,0.7891849637721029,0.7900943142729685
63,0.55,0.55,0.55
64,0.999931176191657,0.9994844419365272,0.9999726721354081
65,0.3745882551395098,0.32430205915862736,0.3747150228544118
66,0.37155326302294156,0.20828686274193262,0.3731249400144443
67,0.6998824240014716,0.4999239280114501,0.6998824240014716
68,0.7245687347927107,0.6743870465119122,0.7249385395981178
69,0.9996812692440912,0.9996812692440912,0.9998920793791501
70,0.5995467456908554,0.2248642533678067,0.599768340569064
71,0.7080949575426587,0.7078341821341007,0.7082940314831704
72,0.5736828065479151,0.349895061330447,0.5736828065479151
73,0.6747156013394718,0.6743334081452563,0.6747156013394718
74,0.8748818413829307,0.6998178104531881,0.8748818413829307
75,0.6746939072598707,0.6746939072598707,0.8248820091736692
76,0.48920181291425074,0.4505738874862838,0.4897357094061821
77,0.6982428145995516,0.6974720905972274,0.6983512929655015
78,0.42480049408526177,0.4245366898086768,0.4249707303901505
79,0.25773973323773974,0.21421410464051935,0.44065568172819936
80,0.498988074807972,0.4985211929922496,0.4996149807435738
81,0.5746013571525957,0.5746013571525957,0.6248918672693882
82,0.7998242864483274,0.6991932931113581,0.7998242864483274
83,0.5248200988461171,0.524750248588338,0.5248200988461171
84,0.7989807491423451,0.6998299623745708,0.7989807491423451
85,0.25,0.25,0.25
86,0.6498810594027001,0.6498033421093649,0.6499260660039542
87,0.49968191494112835,0.4995567042087511,0.4997765110903655
88,0.6995798508752107,0.6993628970122977,0.6998464694287462
89,0.674512027142209,0.674512027142209,0.6747204865169238
90,0.749682912711608,0.7496151173110001,0.7498707284286719
91,0.5332938197015946,0.5332627800386299,0.5333190391640503
92,0.6492517922763544,0.6492517922763544,0.6498128139407794
93,0.6249059007651685,0.6244895720417313,0.6249111533162036
94,0.5237119810596015,0.5237119810596015,0.5494897617927552
95,0.9997965878400145,0.9997346359486045,0.9999322466493371
96,0.29125360008236534,0.29118434997063825,0.2915824282142421
97,0.999932096869055,0.9497481748323893,0.999932096869055
98,0.849766101642477,0.849766101642477,0.999804809950491
99,0.34975771464288563,0.34946425902728845,0.34975771464288563
100,0.9998034706867855,0.999768176980677,0.9998353840319825
