name,X,Y,category
hall,0.03715351334721938,0.043,1
miss,0.48309912712303904,0.4774193548387097,1
hall,0.03553691674226129,0.016,2
miss,0.5161602946640298,0.5269516728624535,2
hall,0.029324383245057768,0.031,3
miss,0.46682229348540466,0.4578896418199419,3
hall,0.010139678767514041,0.018,4
miss,0.4694697560616604,0.45488257107540175,4
hall,0.06429063204384691,0.025,5
miss,0.6406552687031726,0.7531556802244039,5
