video,sim_online,sim_retrospective,sim_lesioned,sim_NN_input
1,0.3041666666666666,0.2666666666666667,0.2333333333333333,0.16166666666666668
2,0.5333333333333333,0.5874999999999999,0.3208333333333333,0.2471428571428572
3,0.3916666666666665,0.4916666666666668,0.475,0.17500000000000002
4,0.4208333333333332,0.4041666666666666,0.45,0.23000000000000007
5,0.85,0.9,0.475,0.4499999999999999
6,0.5,0.4041666666666666,0.3249999999999999,0.19000000000000006
7,0.2533333333333334,0.27,0.22000000000000006,0.17666666666666664
8,0.4666666666666666,0.5,0.775,0.10416666666666666
9,0.7333333333333333,0.29999999999999993,0.35,0.20666666666666664
10,0.22309523809523815,0.10333333333333332,0.26,0.07011904761904761
11,0.4583333333333333,0.4583333333333333,0.275,0.15250000000000002
12,0.3958333333333333,0.1625,0.7,0.09833333333333333
13,0.39999999999999997,0.41666666666666663,0.5,0.22833333333333336
14,0.41,0.85,0.2333333333333333,0.16583333333333333
15,1.0,0.5,1.0,0.16916666666666672
16,0.5349999999999999,0.9416666666666667,0.3416666666666666,0.15464285714285714
17,0.29999999999999993,0.3416666666666666,0.3416666666666666,0.19357142857142853
18,0.7666666666666666,0.39166666666666666,0.5,0.22833333333333333
19,0.7499999999999998,0.6416666666666665,0.6833333333333331,0.3666666666666668
20,0.45,0.45,0.45,0.5
21,0.38333333333333325,0.2875,0.2666666666666666,0.19000000000000006
22,0.1,0.1,0.15,0.16
23,0.825,0.825,0.175,0.20999999999999996
24,0.425,0.375,0.425,0.09166666666666666
25,0.4583333333333333,0.6416666666666667,0.4666666666666666,0.18666666666666668
26,0.27499999999999997,0.27499999999999997,0.2583333333333333,0.18000000000000005
27,0.85,0.85,0.9,0.2541666666666667
28,0.31833333333333325,0.31249999999999994,0.27999999999999997,0.1933333333333334
29,0.425,0.75,0.75,0.2000000000000001
30,0.3933333333333334,0.35166666666666674,0.3600000000000001,0.31714285714285717
31,0.45,0.3300000000000002,0.3958333333333333,0.28761904761904755
32,0.30333333333333334,0.6225,0.39666666666666656,0.3480952380952381
33,0.3833333333333334,0.3833333333333334,0.45,0.11833333333333332
34,0.425,0.475,0.375,0.07666666666666667
35,0.4791666666666667,0.4791666666666667,0.5583333333333333,0.2202380952380953
36,0.925,0.925,0.875,0.255
37,0.7,0.5,0.75,0.12
38,0.3124999999999999,0.3041666666666666,0.3124999999999999,0.20714285714285716
39,0.3158333333333333,0.3075,0.85,0.03666666666666667
40,0.4458333333333333,0.4499999999999999,0.2375,0.24
41,0.2333333333333333,0.3958333333333333,0.15,0.2221428571428572
42,0.12916666666666665,0.3333333333333333,0.8,0.13
43,0.35416666666666663,0.3575,0.2816666666666667,0.16976190476190473
44,0.55,0.525,0.85,0.28666666666666674
45,0.49583333333333346,0.2958333333333333,0.44166666666666676,0.21666666666666673
46,0.825,0.7583333333333332,0.5416666666666667,0.3466666666666668
47,0.45833333333333337,0.4458333333333334,0.5,0.25
48,0.5,0.5,0.75,0.13
49,0.4166666666666667,0.22916666666666666,0.375,0.19166666666666668
50,0.35,0.4,0.4,0.45
51,NaN,0.7416666666666665,0.5916666666666666,0.31261904761904763
52,NaN,0.75,0.39583333333333326,0.18547619047619043
53,NaN,0.4416666666666666,0.4291666666666666,0.17261904761904762
54,NaN,0.75,0.75,0.1366666666666667
55,NaN,0.20833333333333334,0.35,0.16000000000000003
56,NaN,0.4083333333333333,0.2,0.33
57,NaN,0.7766666666666666,0.2,0.09833333333333334
58,NaN,0.0,0.0,0.06333333333333332
59,NaN,0.08916666666666667,0.125,0.14976190476190473
60,NaN,0.0,0.0,0.0125
61,NaN,0.525,0.9,0.18250000000000005
62,NaN,0.3408333333333334,0.5458333333333333,0.3104761904761904
63,NaN,0.85,0.35,0.2783333333333333
64,NaN,0.36249999999999993,0.55,0.24000000000000005
65,NaN,0.17916666666666667,0.15,0.13
66,NaN,0.2833333333333333,0.3666666666666667,0.27428571428571435
67,NaN,0.625,0.625,0.27083333333333337
68,NaN,0.9,0.85,0.27999999999999997
69,NaN,0.0,0.0,0.21000000000000002
70,NaN,0.4624999999999999,0.4458333333333333,0.26
71,NaN,0.7166666666666666,0.5641666666666666,0.3066666666666667
72,NaN,0.925,0.425,0.1916666666666666
73,NaN,0.5208333333333333,0.4833333333333334,0.3783333333333333
74,NaN,0.6083333333333332,0.6333333333333331,0.32166666666666677
75,NaN,0.16833333333333336,0.4416666666666667,0.07380952380952381
76,NaN,0.36499999999999994,0.3158333333333333,0.19738095238095238
77,NaN,0.5250000000000001,0.4125,0.2454761904761905
78,NaN,0.49166666666666686,0.5375,0.14142857142857143
79,NaN,0.4458333333333334,0.4541666666666667,0.28547619047619044
80,NaN,0.7,0.85,0.17666666666666672
81,NaN,0.3333333333333333,0.1,0.03833333333333334
82,NaN,0.19083333333333335,0.2241666666666667,0.18690476190476185
83,NaN,0.375,0.38333333333333336,0.1983333333333333
84,NaN,0.5666666666666667,0.725,0.13500000000000004
85,NaN,0.18833333333333332,0.24999999999999994,0.08809523809523809
86,NaN,0.925,0.6208333333333332,0.22761904761904767
87,NaN,0.225,0.25,0.17583333333333334
88,NaN,0.27083333333333337,0.33333333333333337,0.14833333333333332
89,NaN,0.5333333333333335,0.625,0.12833333333333333
90,NaN,0.3666666666666667,0.7,0.24
91,NaN,0.14166666666666666,0.125,0.10392857142857141
92,NaN,0.175,0.25,0.32999999999999996
93,NaN,1.0,0.95,0.18000000000000005
94,NaN,0.5975,0.725,0.40999999999999986
95,NaN,0.475,0.7083333333333335,0.2516666666666667
96,NaN,0.3291666666666666,0.425,0.16
97,NaN,0.0,0.0,0.15
98,NaN,0.4916666666666667,0.5874999999999998,0.4364285714285714
99,NaN,0.8916666666666666,0.5375000000000001,0.40666666666666673
100,NaN,0.3,0.3,0.15999999999999998
