video,sim_retrospective,sim_retrospective_lower_ci,sim_retrospective_upper_ci
1,0.17309835965598497,0.1728093027887469,0.17309835965598497
2,0.25,0.25,0.25
3,0.05,0.05,0.05
4,0.3486043035215213,0.3486043035215213,0.42433666745710685
5,0.09996194721687443,0.07459083063536212,0.10821941671023035
6,0.0,0.0,0.0
7,0.0,0.0,0.0
8,0.0,0.0,0.0
9,0.4628732508399985,0.4612981639271874,0.4684165804978925
10,0.12507512808420207,0.11171670473212911,0.15737311470941168
11,0.05,0.05,0.05
12,0.0,0.0,0.0
13,0.11288059167400114,0.11288059167400114,0.12128626869434016
14,0.3411383509224557,0.3411383509224557,0.36185977229614213
15,0.0,0.0,0.0
16,0.0,0.0,0.1
17,0.1,0.1,0.1
18,0.43596251595995206,0.430245678895017,0.4366336007439274
19,0.08716908254888125,0.0,0.1708916543717809
20,0.1,0.1,0.1
21,0.39019400450751063,0.39019400450751063,0.39144153617437205
22,0.0,0.0,0.0
23,0.0,0.0,0.0
24,0.24794865886319287,0.24778549400614192,0.24796264736100854
25,0.0,0.0,0.0
26,0.05,0.0,0.05
27,0.15,0.15,0.15
28,0.0,0.0,0.0
29,0.25,0.25,0.25
30,0.06023429595952208,0.06023429595952208,0.06314149081348032
31,0.05,0.05,0.1
32,0.05912492955279154,0.057727277592950633,0.05924771190589665
33,0.405511848780454,0.3510510805779466,0.4281142480205799
34,0.0,0.0,0.0
35,0.0,0.0,0.0
36,0.0,0.0,0.0
37,0.2650416941220406,0.24016460218440788,0.2650416941220406
38,0.4116494727793304,0.4116494727793304,0.4158533224377262
39,0.0,0.0,0.0
40,0.05,0.05,0.05
41,0.20805669770729568,0.2079195774288823,0.20821799400008648
42,0.5082210309183837,0.5082210309183837,0.5423275641476188
43,0.15,0.15,0.15
44,0.0,0.0,0.0
45,0.0,0.0,0.0
46,0.1,0.1,0.1
47,0.34540808398288264,0.31180314812062276,0.35398321643975245
48,0.0,0.0,0.0
49,0.1,0.1,0.1
50,0.17387397636204446,0.0,0.17387397636204446
51,0.34976453876450836,0.34976453876450836,0.39997021142188205
52,0.8993579700690498,0.7976804530921974,0.9240621605191214
53,0.9499829958793325,0.9499508769880916,0.9499926528520092
54,0.9746341409441529,0.974438776580036,0.9747077690546695
55,0.8994209507123319,0.8993648931418186,0.8994342239123879
56,0.9999580071395471,0.9497879764983905,0.9999580071395471
57,0.5329747178757218,0.5326507099335628,0.5329747178757218
58,0.8496435136488483,0.8491001854328092,0.8497832984876968
59,0.75,0.75,0.75
60,0.7232198677407577,0.7232198677407577,0.8490097821375373
61,0.999679794341678,0.9745770193214751,0.9998783161312266
62,0.8306110691552986,0.8303613883000995,0.8312082931678073
63,0.55,0.55,0.55
64,0.9997316280803032,0.9997316280803032,0.9999866598438072
65,0.8574622658240628,0.8319376966310733,0.8827253289740791
66,0.7995528117114421,0.7995528117114421,0.8663278889920132
67,0.8245797466313614,0.8245797466313614,0.849795675274188
68,0.5652579784016452,0.5652579784016452,0.5911233480451182
69,0.9996142297609776,0.9994536418991812,0.9997781036765389
70,0.7327142278429488,0.666035196003687,0.7327142278429488
71,0.7160849733442982,0.7160849733442982,0.7164769397579765
72,0.774520322421034,0.774520322421034,0.9492319018508433
73,0.6747840999294635,0.6747840999294635,0.6749628976560874
74,0.7319481154001322,0.7319481154001322,0.8082566567659397
75,0.8249230800711601,0.7246566075795428,0.8249230800711601
76,0.4656840659182449,0.4656840659182449,0.632671037792982
77,0.6156145725293084,0.5665726218292276,0.6163194937046733
78,0.8495501581971407,0.8492158205063435,0.8495855826365236
79,0.9402275012328507,0.5821792032909882,0.9402275012328507
80,0.3330125251223112,0.3329200394405729,0.33321309732331983
81,0.9495788000512178,0.949334992339797,0.9496805181643057
82,0.7662809541491993,0.7162193909569913,0.7662902781834335
83,0.7160751975190598,0.6158287004357191,0.7160751975190598
84,0.9242011120919094,0.9241294484139566,0.9491561224121785
85,0.25,0.25,0.25
86,0.8498774887433875,0.649840297891791,0.8498774887433875
87,0.624645799160634,0.565581188246991,0.6249091620300404
88,0.6996562409676307,0.6479163236743053,0.6996562409676307
89,0.7992453852809656,0.7984173556736683,0.8742152559078968
90,0.7995550858272837,0.7491375646064233,0.7998509971361334
91,0.6664602731337006,0.6662055733344007,0.6664602731337006
92,0.6494996607076037,0.5989254327422864,0.6496089405867769
93,0.9494827451411133,0.9494827451411133,0.9991681999038473
94,0.5491729091411393,0.5490310760255385,0.5499449642753789
95,0.9997196688864886,0.9997196688864886,0.999952105367041
96,0.5246867811829223,0.5245907056705932,0.5247765113310952
97,0.9999405033363422,0.9998476258085652,0.9999925098850128
98,0.9498828420379706,0.9497660252004454,0.9499651947362034
99,0.7282373352925822,0.686960285323139,0.7287039228590202
100,0.9998660742036647,0.9994694068018566,0.9998660742036647
