order_run,video_number,MSE,upper_MSE,lower_MSE
1,50,0.02732569355672328,0.02347713321753767,0.03232560775101149
2,49,0.030987594796075858,0.02821561258041191,0.03498475229022489
3,48,0.017624319347939007,0.014257021213277469,0.02227651335106611
4,47,0.023879839609366908,0.02104930497945143,0.02774793193430482
5,46,0.016453642175537887,0.013341801559865762,0.020626613666488672
6,45,0.028494579655876567,0.02574632659607672,0.03198855032098306
7,44,0.016484086029701688,0.014531815536524655,0.0191119442644484
8,43,0.011993630339494474,0.010339009587617123,0.014513735965298197
9,42,0.01573285770595525,0.013774686837489574,0.018317639787477445
10,41,0.007565831163619538,0.006375932258906346,0.009465025097365003
11,40,0.00741432649637389,0.005537258807838725,0.010042004511030296
12,39,0.008428062024942605,0.006855952838870579,0.010460307858044247
13,38,0.009038511580236878,0.007441014484200395,0.011309263871363743
14,37,0.00531521349549202,0.004363335939538204,0.006890980143074941
15,36,0.005350070302522051,0.004033670230596097,0.007250435356724468
16,35,0.006579370617294423,0.005117759789004936,0.00864751944077684
17,34,0.0056412541120516805,0.004512731940565334,0.007368093779330646
18,33,0.005294232619749477,0.004246444013208989,0.006864608850954035
19,32,0.0064795334609074,0.0053036010460515235,0.007891362305790016
20,31,0.0035127770325101004,0.0028765268514584323,0.00431671346007574
21,30,0.003143459724423896,0.002660983760018537,0.0037651539735417128
22,29,0.002309720489243318,0.002000573875781481,0.0026811499913254964
23,28,0.0013891189357702117,0.0012947237899061281,0.0015283519441546998
24,27,0.0014895148955476087,0.0013866540769043201,0.0016190034160305496
25,26,0.001073705980415017,0.0009771844906113685,0.0011908844856305747
26,25,0.0016803847120679296,0.0015771798598096082,0.0018123201440573562
27,24,0.0010167532244439589,0.0009177630019773998,0.001128985709718009
28,23,0.0011400274342897399,0.001044720499863886,0.0012612497557380987
29,22,0.0012664922196750947,0.001169139720254457,0.0013895126432335566
30,21,0.0010644601572145375,0.0009759436498486219,0.0011796317942473534
31,20,0.0012582019617786628,0.001152672164142089,0.0013976373089415693
32,19,0.0016575260814520574,0.0015592649387274108,0.0017770608891716155
33,18,0.0013275541290719021,0.0012354908007214214,0.0014405944328440398
34,17,0.0016973460045471215,0.001563200245809237,0.0018477994150319624
35,16,0.001824286570067783,0.001717003356964324,0.0019505988451365055
36,15,0.0011192807753038377,0.0009915998594831434,0.0012847016604374123
37,14,0.0015271370162383206,0.0013997108097874307,0.0016783998752190425
38,13,0.0016239867761049923,0.0014662777957516592,0.0018215927310219159
39,12,0.0017252987771132738,0.0015669598752303534,0.0019015176131507478
40,11,0.001608623775222602,0.0014657367564946476,0.0017700394397309452
41,10,0.0016292046547708879,0.001499218989208979,0.0017816144275002478
42,9,0.0019471420548249512,0.0017968047202552185,0.002123574394755429
43,8,0.001595286968585291,0.0014666120192548184,0.0017479801063805325
44,7,0.0017624203557793754,0.001628506624339739,0.0019046943058668208
45,6,0.0017284493715362735,0.0015822009104127098,0.001893582362962081
46,5,0.0015789946664316614,0.0014510193489475254,0.0017212175679217519
47,4,0.0016761784576206622,0.0015437285375867983,0.001804269036913138
48,3,0.001614468094289776,0.001499983103217752,0.001738883332987173
49,2,0.0016814002487911875,0.0015481060821952758,0.0018331507966778868
50,1,0.00168463516958407,0.0015567610313175872,0.0018321684922465282
