order_run,video_number,MSE,upper_MSE,lower_MSE
1,25,0.30061608541259904,0.27856538626582455,0.3233184943040273
2,24,0.21532287736415104,0.19911371030927744,0.23074971279268044
3,23,0.0242648272236701,0.021299334328200144,0.027924782425033226
4,22,0.011699450801671559,0.008732679983374509,0.015440221981883722
5,21,0.06625251667746868,0.06105871404293028,0.07161571551617392
6,20,0.01923144553043881,0.016581874852688226,0.02234081905025427
7,19,0.026321041693849318,0.023236188301388374,0.030353801692141788
8,18,0.034402283307136426,0.03185070634647528,0.03721974677030331
9,17,0.03250361366406107,0.030815491423182125,0.03442723156686439
10,16,0.02623614538207743,0.0246627923557347,0.027903895781767853
11,15,0.04023552576729399,0.03825696864854448,0.04220758941095672
12,14,0.021743571244568743,0.019912510872545627,0.02378380137264349
13,13,0.02195511995815283,0.02046534145004518,0.023703032297037897
14,12,0.015745336288292246,0.013818012994049946,0.017770021048454192
15,11,0.020327176424564268,0.018685183101813694,0.02205106480853952
16,10,0.02054253740580561,0.019739279833076835,0.021534872410952265
17,9,0.012772991714681542,0.012079824584992176,0.0135851700017619
18,8,0.015678235474217365,0.015027626676981343,0.016371275805264564
19,7,0.007909605474420956,0.007373705798591972,0.008494926068954963
20,6,0.007140523614902439,0.0067123988859724825,0.007682866300193635
21,5,0.00962837309363793,0.009074598961397243,0.010264797355793926
22,4,0.008876345634875991,0.008397050692518521,0.00940907496778545
23,3,0.01857214362516889,0.018013523246431778,0.01918912955677174
24,2,0.011018208842441249,0.010496175401700607,0.011561629145308033
25,1,0.010035877794488146,0.009537104207243356,0.010615704080077233
26,50,0.018572429398612096,0.01807347166012747,0.01912129258940547
27,49,0.014573098009951468,0.01410196708574432,0.015091607205186368
28,48,0.01867840472995982,0.018153061714585302,0.01924705840678556
29,47,0.012896506540957083,0.012426348108348535,0.01344430450045482
30,46,0.014586508964135242,0.014120431545859496,0.015107244849830505
31,45,0.013221253480068734,0.012698796665539674,0.013770715313796362
32,44,0.021161266098856223,0.020654414789688644,0.021708688485857216
33,43,0.01711908499657956,0.016612991326337416,0.017622774993832465
34,42,0.017547557437688883,0.0169474216915205,0.01815745211417938
35,41,0.017163690031642764,0.016658544088811,0.017693548084223208
36,40,0.014649518068050187,0.014156354049205072,0.015172224793568235
37,39,0.01990042872032988,0.019439510849932395,0.020429086750366858
38,38,0.020529983647672865,0.020143584017960188,0.02091474703308925
39,37,0.021359724028631715,0.020940637509305794,0.02182661202987204
40,36,0.020174199301776902,0.01983397693015114,0.020527356456264786
41,35,0.02092839523759016,0.020590314432537577,0.021288444816030375
42,34,0.02065505803186188,0.02029888672694318,0.021006782156681954
43,33,0.022329159449159988,0.0219194211325079,0.022753835534971314
44,32,0.013372487955185992,0.013072578056563299,0.013684404059846958
45,31,0.020517245471037625,0.020226039546651017,0.020822752386542916
46,30,0.014179478336835397,0.013882396078716615,0.01450751658834747
47,29,0.02177334332586022,0.021458035928864232,0.02209723155265276
48,28,0.015536187148820902,0.015208083114202063,0.015886348269001482
49,27,0.021416310697016966,0.021049391720683246,0.02181467801789804
50,26,0.014197506478925046,0.01390117205569464,0.014506776970675732
