video,Jacc_sim_online,avg_dist_online,Jacc_sim_retrospective,avg_dist_retro,Jacc_sim_lesioned,avg_dist_lesioned
1,0.2,0.21555907771142624,0.16666666666666666,0.09934423692417031,0.16666666666666666,0.22015532702493676
2,0.5,0.4060308163554247,0.25,0.187046977551479,0.75,0.6515133098121043
3,0.5,0.19308278698094822,0.5,0.12050936770553437,0.3333333333333333,0.21468448278835447
4,0.3333333333333333,0.15233491258145118,0.3333333333333333,0.24467790202764805,0.25,0.1708953773597486
5,0.3333333333333333,2.222528879420774,0.3333333333333333,2.850533937015058,0.3333333333333333,1.0492264900097936
6,0.3333333333333333,0.04644060971678038,0.5,0.20551046524857294,0.25,0.18063946672780964
7,0.2,0.11550314487827265,0.25,0.26053911848286715,0.2,0.18197035904586467
8,0.25,0.061131417190411264,0.5,0.5900846399616055,1.0,0.17292117718415936
9,0.6666666666666666,0.8391863128783743,0.6666666666666666,1.8636326812573734,0.5,0.5400366199618342
10,0.5,2.8523976396875383,0.3333333333333333,2.3540500350574685,0.6666666666666666,1.3067939031672882
11,1.0,0.7800837876531732,1.0,0.8488864501724371,0.5,0.46429967711644426
12,0.5,1.100800706343716,0.5,0.5816217140235737,0.5,0.11118665797611478
13,0.25,0.19933707386561098,0.3333333333333333,0.4962516384124636,0.5,0.10977343592885286
14,0.6666666666666666,0.32328708319115196,1.0,0.23718443865022093,1.0,0.3011479957886232
15,0.5,0.07465911002813228,1.0,0.02665080726175454,1.0,0.1546070988278074
16,0.25,0.3340218589097205,0.25,0.49140172003560917,0.3333333333333333,0.07196238587297037
17,0.25,0.14928414320460984,0.3333333333333333,0.10926381978405209,0.25,0.12043363576680642
18,1.0,0.19355000633690184,0.3333333333333333,0.14115441321446803,0.5,0.172639788728791
19,0.25,0.3799723589729976,0.25,0.26720747938254497,0.25,0.5639226842313563
20,0.0,NaN,0.0,NaN,0.0,NaN
21,0.3333333333333333,0.11441929513139028,0.5,0.22385830041430255,0.25,0.039536407774235005
22,0.0,NaN,0.0,NaN,0.0,NaN
23,1.0,0.17962443889737162,1.0,1.9723393873522936,0.5,0.4422044955993095
24,0.25,0.13403005135362436,0.3333333333333333,0.23814002608094423,0.3333333333333333,0.7426928525505057
25,0.6666666666666666,0.19160596650092343,0.4,0.24826491681808183,0.6666666666666666,0.1717521173060798
26,0.3333333333333333,0.22009960115354782,0.25,0.3407166258915455,0.25,0.13252824445655803
27,1.0,0.10124312668308266,1.0,0.07134335726596625,1.0,0.12300089342115399
28,0.2,0.3922355868414076,0.3333333333333333,0.41104500670138117,0.2,0.3352827241745386
29,1.0,0.6069707984444316,1.0,0.8010685980755227,1.0,0.5911844530104625
30,0.16666666666666666,0.6835227772480623,0.16666666666666666,0.5054756028537952,0.14285714285714285,0.607371300832479
31,0.4,0.4579119470294448,0.4,0.6637397192549634,0.25,0.05861426197038529
32,0.2,2.1861029668271366,0.16666666666666666,4.506758579796475,0.16666666666666666,2.4605210125686736
33,0.5,0.04842757716020225,0.5,0.037345434214997336,0.5,0.12454828710576699
34,0.3333333333333333,0.2606017045154454,0.3333333333333333,0.39576243357294993,0.3333333333333333,0.1566505219684159
35,0.5,0.12786048463474337,0.6666666666666666,0.20994126393232354,0.5,0.16171213875637624
36,0.2,0.31565015035199595,0.25,0.6017719948253111,0.5,0.4545422578064391
37,0.5,0.31635517981239586,0.5,0.3088820817658016,1.0,0.17856960578220385
38,0.25,0.1621496790145617,0.3333333333333333,0.26413352611757757,0.3333333333333333,0.28128148269151076
39,0.5,1.5838177220420842,0.5,1.932214004920335,0.5,0.39902823156395617
40,0.5,0.1924106560257765,0.25,0.3304266273601875,0.6666666666666666,0.3356142159213189
41,0.4,4.365925663844847,0.3333333333333333,4.554231433204149,0.3333333333333333,2.9411154543604416
42,0.2,0.28912444923647357,0.25,0.9155470374498292,1.0,0.25139337616335045
43,0.2,0.4485830931320395,0.14285714285714285,0.7742659250043926,0.14285714285714285,0.6649129370401157
44,0.5,0.053228442078643134,1.0,0.0936960376441946,1.0,0.07219725117199419
45,0.5,0.4005404410169161,0.5,0.20497620216195833,0.5,0.7192404373260777
46,0.6666666666666666,0.15986544594261992,0.6666666666666666,0.24798553530884032,0.6666666666666666,0.8765024308904824
47,0.25,0.4425590750677354,0.3333333333333333,0.40490190970822715,1.0,0.40732038895542433
48,0.5,0.050558080169645477,0.5,0.15467137615190657,1.0,0.1358360948232409
49,0.2,0.4531143642371862,0.4,0.3136288107144449,0.2,0.08142742910239263
50,0.5,2.576486595268718,0.5,5.0652235247123,1.0,5.007810460843984
51,NaN,NaN,0.2,0.4074531977596576,0.25,0.6123233639910843
52,NaN,NaN,0.2,0.6101669854172614,0.25,0.617591873949153
53,NaN,NaN,0.2,0.3721749501612023,0.25,0.4334168040349773
54,NaN,NaN,1.0,0.4541563606391885,1.0,0.3767390973337422
55,NaN,NaN,0.25,0.21695810014114952,0.5,0.33603904453038896
56,NaN,NaN,0.3333333333333333,0.2670311731867782,1.0,0.47066890556726637
57,NaN,NaN,0.6666666666666666,0.3402165697986925,0.3333333333333333,0.4140252785359639
58,NaN,NaN,0.0,NaN,0.0,NaN
59,NaN,NaN,0.2,0.18009309354342226,0.3333333333333333,0.3698062723859594
60,NaN,NaN,0.0,NaN,0.0,NaN
61,NaN,NaN,0.5,0.3657197251643942,0.0,NaN
62,NaN,NaN,0.5,0.1952817531911169,1.0,0.5145095494770316
63,NaN,NaN,1.0,0.19726727780542058,0.5,0.1969526024733851
64,NaN,NaN,0.5,0.23099311661880056,0.5,0.13079347665060426
65,NaN,NaN,0.16666666666666666,0.47540648545054387,0.3333333333333333,0.4981163640791745
66,NaN,NaN,0.5,1.0874491489839446,0.4,1.375452653231714
67,NaN,NaN,0.5,0.24244652284820306,0.3333333333333333,0.3253106773982987
68,NaN,NaN,1.0,0.04851849442852775,1.0,0.17822323342786153
69,NaN,NaN,0.2,3.4716350672169005,0.0,NaN
70,NaN,NaN,0.6666666666666666,0.22312551657835694,0.6666666666666666,0.6599539689058461
71,NaN,NaN,0.25,0.3432168191033862,0.5,0.19063348037166772
72,NaN,NaN,0.5,0.21612306857170374,0.5,0.2994004238437427
73,NaN,NaN,0.2,0.16869005432315481,0.16666666666666666,0.44946878732531026
74,NaN,NaN,0.6666666666666666,0.16167423681316384,1.0,0.20594870664997977
75,NaN,NaN,0.5,1.073288786393223,0.3333333333333333,7.256975575942716
76,NaN,NaN,0.75,0.6773399408488759,0.5,0.25406425546044276
77,NaN,NaN,0.4,0.29708371394577193,0.6666666666666666,0.15872289405016324
78,NaN,NaN,0.4,2.32954509904751,0.25,0.5283983125062375
79,NaN,NaN,0.16666666666666666,0.7017405608741787,0.2,2.2116386111774524
80,NaN,NaN,0.25,0.09380412797812107,0.5,0.33193906166268783
81,NaN,NaN,0.5,0.4501342386278598,0.5,2.334573148064198
82,NaN,NaN,0.2,0.17179967742996707,0.25,0.10735265877291893
83,NaN,NaN,0.5,1.2898330421304174,0.2,0.18601055567890956
84,NaN,NaN,0.5,0.21456301277664797,0.6666666666666666,0.23444496974562193
85,NaN,NaN,0.25,0.2623180039200372,0.3333333333333333,0.20856919476594157
86,NaN,NaN,1.0,0.3721311135522633,1.0,0.3500112314005823
87,NaN,NaN,0.3333333333333333,2.4130456690287856,0.5,0.5897805918096324
88,NaN,NaN,0.3333333333333333,0.14604420662137055,0.3333333333333333,0.2196296386704073
89,NaN,NaN,0.3333333333333333,2.2919673360798174,0.5,0.15607768928837823
90,NaN,NaN,0.5,0.4193656265379179,1.0,0.40458708963679446
91,NaN,NaN,0.6666666666666666,0.39474347105853147,0.3333333333333333,0.24925812480709242
92,NaN,NaN,0.5,0.6306261667869644,0.0,NaN
93,NaN,NaN,0.5,0.19091915942945492,0.5,0.29066626198365614
94,NaN,NaN,0.5,0.4462748050326126,0.5,0.9431778221425268
95,NaN,NaN,1.0,0.7571598609409598,0.5,0.18391401376409494
96,NaN,NaN,0.5,2.6838265505177508,0.3333333333333333,0.08553313704101101
97,NaN,NaN,0.0,NaN,0.0,NaN
98,NaN,NaN,0.4,0.7092315361645103,0.3333333333333333,0.5321418354224607
99,NaN,NaN,0.5,0.39713282639218694,0.5,0.4842733300886981
100,NaN,NaN,0.3333333333333333,0.174321429051601,0.5,0.0818579839978289
