order_run,video_number,MSE,upper_MSE,lower_MSE
1,50,0.05330979191725295,0.048914079208368016,0.05973497644990227
2,49,0.15889240360073575,0.15043098942233213,0.16816399413765545
3,48,0.08730072256011973,0.08240768041319119,0.09311346327654012
4,47,0.08393174878896846,0.07779662042373714,0.09077935484882976
5,46,0.030697088385149774,0.027669114574169585,0.034487956572033185
6,45,0.04843254486178391,0.04407614410808703,0.05332952872780097
7,44,0.029320992081893215,0.026568725125375458,0.03303847420774168
8,43,0.012740069353236193,0.010279082328593541,0.016096886489706114
9,42,0.016821791871661548,0.013894731102403739,0.020371387880077557
10,41,0.019977360256609237,0.017575604256106075,0.023252218126995204
11,40,0.02510803891182875,0.022286518264870492,0.02881290897842323
12,39,0.014599699929022141,0.011767803625668375,0.018485451527174627
13,38,0.01959811651304949,0.01826469936016985,0.02132456808434056
14,37,0.020348106343749308,0.018990173882109995,0.022034007304925093
15,36,0.020278012616845496,0.019181175274841977,0.021704740945974372
16,35,0.025381354373246713,0.0242521734519962,0.026922315412385087
17,34,0.01668058804235297,0.016057229114839873,0.017692190251380028
18,33,0.017370694668654034,0.016448797519086112,0.01848880993806018
19,32,0.014415176832632322,0.013648344222824623,0.015241888461989019
20,31,0.0177261446835699,0.016854619195880702,0.018812029347329697
21,30,0.011889477384997776,0.011082732683246126,0.012816673881325421
22,29,0.018543388134528514,0.017752361486250645,0.01941049651330456
23,28,0.012491894558743385,0.011790677874182387,0.013308077031361892
24,27,0.019768613527939072,0.018950724540983843,0.020682878612892294
25,26,0.013204742128611873,0.012420953461627925,0.014035528019132543
26,25,0.013716376896893612,0.0130458013608602,0.0145649060048626
27,24,0.014983966131204816,0.014275828093679508,0.01580794315102201
28,23,0.013933212396919432,0.013236023282980352,0.0147587613834458
29,22,0.013330857800868725,0.012898352971662506,0.0137843120779912
30,21,0.010003284783837534,0.009562669177290822,0.010460162647505145
31,20,0.016067475997954366,0.015348426128199736,0.016896481031281187
32,19,0.013342811940906252,0.012689122822472108,0.014075140140224592
33,18,0.018381327043970726,0.017719805987821406,0.01914544560213985
34,17,0.017149338333440338,0.016455089380160444,0.01796156924814296
35,16,0.014572681079228178,0.013807065777310133,0.015470744579853481
36,15,0.015535906784165606,0.014912284413159652,0.01624066155532848
37,14,0.014842613686953743,0.014139368714376543,0.01558439274343725
38,13,0.014396978273895772,0.013701021876969543,0.015176647983725486
39,12,0.0129094436886277,0.012239903059525088,0.013564488436954902
40,11,0.014074156599882667,0.013458719409545544,0.014775557769678087
41,10,0.014526682243079975,0.014078203742871779,0.015053950589086484
42,9,0.01118568952475059,0.010886923206048699,0.011533146514588822
43,8,0.013034488278081128,0.012711815336084238,0.013397842753710427
44,7,0.009516994343262596,0.00919102403602287,0.009823167856306577
45,6,0.009741262747168472,0.009442149574298597,0.010071150367879131
46,5,0.010863538807073882,0.010538352843178599,0.011201345959504023
47,4,0.009568022907137293,0.009295757403075379,0.009878529362551802
48,3,0.013793785590851199,0.01350210650973027,0.01410396879122565
49,2,0.010598130110535337,0.010293668767559154,0.010912978630003619
50,1,0.009997705931087054,0.009679691161428724,0.010336975914771127
