video,sim_retrospective,sim_retrospective_lower_ci,sim_retrospective_upper_ci
1,0.3272262925311265,0.3272262925311265,0.34216269067603494
2,0.6223246844751122,0.3824708778998904,0.6223246844751122
3,0.3643141025644988,0.3643141025644988,0.5974975956967896
4,0.2622363228530328,0.2622363228530328,0.35773608583449223
5,0.6646174283372406,0.6427083818357937,0.8976668358427806
6,0.4283910835079251,0.4283910835079251,0.6481123056743708
7,0.2294885380891493,0.18524964355229365,0.2648276200638371
8,0.949525386161459,0.9489510647029572,0.949525386161459
9,0.19626303313767815,0.19626303313767815,0.24751307043653922
10,0.5347930205279345,0.3662860166695575,0.7189161119299723
11,0.6498957205615105,0.6498957205615105,0.7491125632492147
12,0.7498788863197949,0.749724946243893,0.7499305893292296
13,0.7998383329086332,0.799817991857931,0.7998853823539617
14,0.820679052770157,0.19947822826813347,0.820679052770157
15,0.9983842069866098,0.9499516354622554,0.9994232564988849
16,0.4583022282759125,0.45820697694597073,0.4583022282759125
17,0.3163812613457493,0.3163812613457493,0.5243985357502655
18,0.699372453924178,0.6985251155208198,0.699372453924178
19,0.27759468909336193,0.23161323823472255,0.31221755100662263
20,0.4,0.4,0.55
21,0.28747500862000974,0.28747500862000974,0.37478506534760114
22,0.5,0.5,0.5
23,0.24991742255174607,0.24991742255174607,0.24997888734506707
24,0.49143586318982296,0.49143586318982296,0.5497357821848606
25,0.6324904835778871,0.3912956369216579,0.6324904835778871
26,0.22077687059275758,0.1723262373097575,0.2832652055578566
27,0.9995924877192287,0.897955010532437,0.9995924877192287
28,0.3819782317235524,0.3009686110178918,0.4339276884800419
29,0.8954236273529774,0.7,0.8954236273529774
30,0.1907753742606853,0.1907753742606853,0.22366926686563007
31,0.3499411629943516,0.19787864770485386,0.5527184801563998
32,0.31937679785110096,0.30501951851458803,0.3746002932326717
33,0.7495753711039976,0.6992719474583271,0.7498096300131707
34,0.32493059561586674,0.32492873805035793,0.3498903763610557
35,0.5576666476656642,0.5492105531792565,0.7829385515586014
36,0.5654195628301845,0.3862864957070925,0.5654195628301845
37,0.9486213819221175,0.5353298348997086,0.9486213819221175
38,0.39806733199066835,0.2582196475504317,0.3993427932265323
39,0.8727363642454782,0.0,0.8732654656386467
40,0.515140833157527,0.2745548994483346,0.515140833157527
41,0.31482580607278765,0.31482580607278765,0.3166150841560846
42,0.9497259306285318,0.65,0.9497696395767685
43,0.20858414410312212,0.20858414410312212,0.27881771427995694
44,0.9998558828288701,0.9492607223025032,0.9998558828288701
45,0.24881562825556802,0.20343213543520083,0.3360392660350312
46,0.8502707486354893,0.45533489359079643,0.8502707486354893
47,0.7945807146552898,0.4989915459471222,0.7965086813968393
48,0.999679981609735,0.999679981609735,0.9999741972594818
49,0.26243989761989744,0.26243989761989744,0.848739257134292
50,0.5,0.5,0.55
51,0.3960187755793221,0.3960187755793221,0.3997854532203463
52,0.33447482511393606,0.3035370787434047,0.6239942879817705
53,0.45693836611218897,0.39772776715404545,0.45693836611218897
54,0.8977963184685752,0.845453396965862,0.8977963184685752
55,0.4981165464230501,0.1908126291858434,0.4981165464230501
56,0.9494670542514854,0.15,0.9494802328255476
57,0.28204082539083136,0.28204082539083136,0.32436867336891206
58,0.05,0.05,0.1
59,0.4079369967991899,0.35763865574083187,0.4081928302055976
60,0.2,0.2,0.2
61,0.15,0.15,0.69708029281304
62,0.8514168034632708,0.42927000040803176,0.8514168034632708
63,0.7487011656357334,0.6979695307015813,0.9710054286729457
64,0.6247230150559194,0.6247230150559194,0.9490526544864452
65,0.14802978802777653,0.14802978802777653,0.1985165838807932
66,0.38049133062300067,0.31301933538050697,0.6310023987599354
67,0.7473610715329838,0.43224171582425336,0.7481149261584432
68,0.9491922819790044,0.9491922819790044,0.9999620185379197
69,0.0,0.0,0.7299963329353697
70,0.4746547826663943,0.3623410615031758,0.517671234045814
71,0.7821315774534543,0.5433518614822621,0.9711829617715717
72,0.3730845473021564,0.3730845473021564,0.881418689784771
73,0.3000599831794367,0.3000599831794367,0.4532246464548903
74,0.9974838023226786,0.38260906491011343,0.9974838023226786
75,0.07547661087132021,0.0,0.5484830621560546
76,0.35297987334775865,0.2514982188077867,0.43583112556043757
77,0.7662571241182261,0.7662571241182261,0.8649194121563
78,0.587139654999141,0.5868560270998798,0.5916334338723053
79,0.2561293196633178,0.22887725720504068,0.34369850996547585
80,0.4213131756799052,0.4213131756799052,0.9998061219474446
81,0.5494010026998222,0.49925783376368005,0.7996104844796724
82,0.3831896213422043,0.23692773220007587,0.3831896213422043
83,0.24869066085707323,0.24869066085707323,0.6558174093454247
84,0.6487635704543789,0.6487635704543789,0.6991766243389789
85,0.1832207739209642,0.18320127176776466,0.18328919530524165
86,0.8726320129109361,0.7023585393928009,0.8726320129109361
87,0.6476140004042276,0.3855454991306819,0.7459047502566658
88,0.3993332252643101,0.3735275721837138,0.6496304811097906
89,0.7240363719571642,0.7240363719571642,0.7247761563170759
90,0.7492197619551749,0.7479056306251197,0.7986568551775957
91,0.35806651186924154,0.2825220932239446,0.35820798440926155
92,0.3,0.3,0.3
93,0.7682833215142563,0.7682833215142563,0.9480855343506696
94,0.5793469664998929,0.5793469664998929,0.6090029140305774
95,0.5246968517555393,0.35708061268081864,0.5330697428395228
96,0.35824752874198845,0.2080444060541345,0.35824752874198845
97,0.0,0.0,0.05
98,0.5825223063268762,0.5825223063268762,0.582609268746429
99,0.7101779849488544,0.6238847405122879,0.7101779849488544
100,0.7998064365844033,0.4,0.7998064365844033
