video,sim_online,sim_retrospective,sim_lesioned,sim_NN_input
1,0.5333333333333332,0.2958333333333334,0.27083333333333337,0.16166666666666668
2,0.5799999999999998,0.6249999999999999,0.33333333333333326,0.2471428571428572
3,0.55,0.5,0.3916666666666665,0.17500000000000002
4,0.4416666666666666,0.3541666666666667,0.45833333333333337,0.23000000000000007
5,0.9,0.875,0.7,0.4499999999999999
6,0.5833333333333334,0.4583333333333333,0.2375,0.19000000000000006
7,0.35416666666666663,0.2533333333333334,0.2533333333333334,0.17666666666666664
8,0.5,0.3333333333333333,1.0,0.10416666666666666
9,0.2625,0.3166666666666666,0.35,0.20666666666666664
10,0.3166666666666666,0.25333333333333335,0.3166666666666666,0.07011904761904761
11,0.525,0.625,0.35,0.15250000000000002
12,0.34,0.36,0.7,0.09833333333333333
13,0.4,0.36666666666666664,0.525,0.22833333333333336
14,0.825,0.825,0.9,0.16583333333333333
15,0.5,1.0,1.0,0.16916666666666672
16,0.6375,0.8916666666666666,0.3416666666666666,0.15464285714285714
17,0.24583333333333335,0.2958333333333333,0.2875,0.19357142857142853
18,0.8083333333333333,0.875,0.5,0.22833333333333333
19,0.6999999999999997,0.6999999999999998,0.6833333333333331,0.3666666666666668
20,0.45,0.45,0.35,0.5
21,0.2833333333333333,0.38333333333333325,0.2708333333333333,0.19000000000000006
22,0.15,0.15,0.15,0.16
23,0.825,0.825,0.175,0.20999999999999996
24,0.425,0.3083333333333333,0.45,0.09166666666666666
25,0.5666666666666667,0.475,0.5666666666666667,0.18666666666666668
26,0.2583333333333333,0.27499999999999997,0.26249999999999996,0.18000000000000005
27,0.85,0.85,0.8,0.2541666666666667
28,0.33333333333333337,0.3416666666666666,0.23499999999999996,0.1933333333333334
29,0.75,0.475,0.8,0.2000000000000001
30,0.35166666666666674,0.35250000000000004,0.36083333333333345,0.31714285714285717
31,0.34833333333333333,0.46833333333333316,0.3958333333333333,0.28761904761904755
32,0.6008333333333333,0.6133333333333333,0.7916666666666667,0.3480952380952381
33,0.3833333333333334,0.3833333333333334,0.425,0.11833333333333332
34,0.525,0.31666666666666665,0.35,0.07666666666666667
35,0.4791666666666667,0.6416666666666665,0.4875,0.2202380952380953
36,0.6333333333333332,0.6416666666666666,0.9,0.255
37,0.8,0.6,0.8,0.12
38,0.2875,0.3291666666666666,0.2875,0.20714285714285716
39,0.30999999999999994,0.29833333333333334,0.85,0.03666666666666667
40,0.2375,0.25,0.4666666666666666,0.24
41,0.3375,0.2316666666666667,0.15,0.2221428571428572
42,0.2325,0.225,0.85,0.13
43,0.26083333333333336,0.25333333333333335,0.38333333333333336,0.16976190476190473
44,0.85,0.55,0.85,0.28666666666666674
45,0.37499999999999994,0.5541666666666667,0.24666666666666665,0.21666666666666673
46,0.5416666666666667,0.6166666666666668,0.6250000000000001,0.3466666666666668
47,0.4916666666666666,0.30833333333333335,0.55,0.25
48,0.5,0.475,0.75,0.13
49,0.3249999999999999,0.5375,0.4833333333333333,0.19166666666666668
50,0.3,0.4,0.4,0.45
51,NaN,0.5666666666666667,0.7416666666666665,0.31261904761904763
52,NaN,0.3583333333333333,0.5166666666666667,0.18547619047619043
53,NaN,0.425,0.5666666666666665,0.17261904761904762
54,NaN,0.75,0.75,0.1366666666666667
55,NaN,0.1375,0.17500000000000002,0.16000000000000003
56,NaN,0.18333333333333335,0.55,0.33
57,NaN,0.13333333333333333,0.2,0.09833333333333334
58,NaN,0.0,0.0,0.06333333333333332
59,NaN,0.10416666666666667,0.12833333333333333,0.14976190476190473
60,NaN,0.0,0.0,0.0125
61,NaN,0.4416666666666666,0.95,0.18250000000000005
62,NaN,0.2808333333333334,0.45,0.3104761904761904
63,NaN,0.85,0.575,0.2783333333333333
64,NaN,0.6,0.9,0.24000000000000005
65,NaN,0.12083333333333332,0.175,0.13
66,NaN,0.4625,0.29333333333333333,0.27428571428571435
67,NaN,0.4583333333333335,0.37499999999999994,0.27083333333333337
68,NaN,0.9,0.85,0.27999999999999997
69,NaN,0.05,0.35,0.21000000000000002
70,NaN,0.775,0.39,0.26
71,NaN,0.6083333333333332,0.6916666666666667,0.3066666666666667
72,NaN,0.875,0.45,0.1916666666666666
73,NaN,0.4958333333333333,0.44166666666666676,0.3783333333333333
74,NaN,0.95,0.6083333333333332,0.32166666666666677
75,NaN,0.22916666666666666,0.21666666666666665,0.07380952380952381
76,NaN,0.3508333333333333,0.3549999999999999,0.19738095238095238
77,NaN,0.5583333333333333,0.5250000000000001,0.2454761904761905
78,NaN,0.4791666666666668,0.3066666666666666,0.14142857142857143
79,NaN,0.5791666666666666,0.38750000000000007,0.28547619047619044
80,NaN,0.525,0.75,0.17666666666666672
81,NaN,0.3083333333333333,0.1,0.03833333333333334
82,NaN,0.2791666666666667,0.2416666666666667,0.18690476190476185
83,NaN,0.55,0.375,0.1983333333333333
84,NaN,0.4666666666666666,0.7,0.13500000000000004
85,NaN,0.15416666666666665,0.2,0.08809523809523809
86,NaN,0.9583333333333333,0.3858333333333333,0.22761904761904767
87,NaN,0.125,0.15,0.17583333333333334
88,NaN,0.325,0.35,0.14833333333333332
89,NaN,0.4416666666666666,0.6083333333333336,0.12833333333333333
90,NaN,0.45,0.75,0.24
