video,sim_online,sim_retrospective,sim_lesioned,sim_NN_input
91,NaN,0.35,0.09166666666666666,0.10392857142857141
92,NaN,0.5,0.25,0.32999999999999996
93,NaN,0.575,0.95,0.18000000000000005
94,NaN,0.95,0.7999999999999999,0.40999999999999986
95,NaN,0.4541666666666667,0.3416666666666666,0.2516666666666667
96,NaN,0.3,0.425,0.16
97,NaN,0.0,0.0,0.15
98,NaN,0.3716666666666667,0.25,0.4364285714285714
99,NaN,0.8833333333333332,0.8416666666666666,0.40666666666666673
100,NaN,0.3,0.3,0.15999999999999998
