order_run,video_number,MSE,upper_MSE,lower_MSE
1,25,0.12214697387956083,0.10805866080585141,0.13802713660267998
2,24,0.0116151820675058,0.008711678716850335,0.015583044563588801
3,23,0.008344706237964825,0.005939701455731582,0.011861789257838757
4,22,0.006255751372140536,0.003825098816016626,0.009364473362434315
5,21,0.0076010879282518515,0.004917875945766273,0.011143543712150476
6,20,0.010268748881935005,0.007082498544886874,0.013799859586825194
7,19,0.008815520017124876,0.0060437736680059575,0.012435763142815392
8,18,0.008829176596162995,0.006181272210534362,0.012198921905211324
9,17,0.009368431592117041,0.006720101686755574,0.012161448004608343
10,16,0.008556988672534214,0.005783043194285445,0.012048835036398444
11,15,0.007733921478476809,0.005037263262104313,0.010963145562482094
12,14,0.007139348552881039,0.004402580363481467,0.010419409080159984
13,13,0.008012808920335453,0.005213886174666708,0.011343949786933866
14,12,0.005864154534658339,0.0038953254715332402,0.008482954142700248
15,11,0.009043394520971998,0.005860311761058507,0.012777313185499491
16,10,0.008015818589181068,0.00528517859108799,0.011088893234275884
17,9,0.007573677039929355,0.0051247813772843775,0.010638361280207216
18,8,0.005153814279533776,0.003224649340810147,0.007848691536439141
19,7,0.007090837303445103,0.00483771638599671,0.009794054433103907
20,6,0.004628882598085736,0.00298203707543943,0.006778783011012138
21,5,0.004112823833861411,0.0028358719686405152,0.005800194889603637
22,4,0.0014254343087675685,0.001201104361528653,0.0017371334701268082
23,3,0.001210022389771676,0.0010447441463485529,0.0014333843611804582
24,2,0.001309060318615943,0.0011175605689896625,0.0015596582795931251
25,1,0.0010469159220522985,0.0009018151617873901,0.001253785154150015
26,50,0.0009641621199676442,0.0008095364370221904,0.001190296151068197
27,49,0.0009680786924598335,0.0008206035295052809,0.0011527423225068775
28,48,0.0008990428790100844,0.000765699670651984,0.001094609109304175
29,47,0.0008233032676920489,0.0007085648489695936,0.0009872432288168902
30,46,0.000950866160531487,0.0007650131676467331,0.0011898962152217677
31,45,0.0009567471783260191,0.0007607494572342069,0.00121537970304157
32,44,0.0006750822710814977,0.0005601926463131393,0.000832890230271284
33,43,0.0009336701594397624,0.0007606497847573725,0.0011731949002725668
34,42,0.0007546981924831947,0.0005878641756949713,0.0009733831423099945
35,41,0.0005707715493749088,0.00044606597861111103,0.0007428132231131886
36,40,0.0007834278237540676,0.0005994136567212041,0.0010323724165138544
37,39,0.0006039541887685994,0.0004753676260751404,0.0008046535198834192
38,38,0.0006664306023950094,0.0005128635204776081,0.0008695530752810669
39,37,0.0005098786020737119,0.00039019744588210544,0.0006850142428223325
40,36,0.000513614584050065,0.00038117017095013524,0.000707663544733354
41,35,0.000651752535924053,0.0004915232714678017,0.000866807895811041
42,34,0.0006181449684970139,0.000480317269635836,0.0008034608990674385
43,33,0.0006717883085428221,0.0004977779763289088,0.0009112414097653239
44,32,0.0005526809858226506,0.00043600711414420063,0.0007125975301500222
45,31,0.0008185564687491122,0.0006255471111287126,0.0010745501884740834
46,30,0.0006719935071674022,0.0005364766235682702,0.0008583455038809557
47,29,0.0006765466883403353,0.0004977920925363955,0.0008983367287972299
48,28,0.0013054908408133773,0.0010333737701261557,0.0016076141322082637
49,27,0.001324804286935238,0.001054677551925269,0.00167734144811333
50,26,0.0013465362909603196,0.001072052299120683,0.0016899114301579903
