name,X,Y,category
hall,0.1263908905494735,0.145,1
miss,0.373130266626166,0.36525172754195456,1
hall,0.07190315426837376,0.0145,2
miss,0.5615200119749044,0.6472602739726028,2
hall,0.09204243455619271,0.062,3
miss,0.43235043011960556,0.419698314108252,3
hall,0.030151620392302618,0.034,4
miss,0.34207040001887556,0.3259521700620018,4
hall,0.19158730840615068,0.144,5
miss,0.5565004244955543,0.6362559241706162,5
